1,14.221112012632009
2,23.672620164960694
4,21.80878035444197
5,36.13922057049784
6,37.38982538833622
7,15.263154925281873
8,30.662183940486823
10,24.129907883594427
12,38.10947495987558
14,18.436204355819644
15,15.145664742734139
17,18.845681206840055
20,37.9596266654971
21,31.182841039907693
22,37.94359732529473
26,29.31487433519171
27,35.17024144480581
29,34.326046156803464
30,34.25511756959967
33,20.138729428289263
34,16.71198866128816
37,37.192876807602666
45,22.636164561304692
46,35.23275351817778
49,30.469397136865528
51,17.201720200310927
52,23.340663272274817
54,17.882634245175183
55,27.11230725656716
56,36.89717914614754
59,15.23052958352972
60,32.08211592890083
61,30.691089233871303
63,21.554008806290216
64,20.718194755444877
65,16.22183868529432
66,23.730331629460863
68,25.841260972754938
73,31.982094819120462
74,14.824722134321746
76,16.88392345669321
78,29.61645517524353
81,37.3605984542487
85,32.91896977289258
89,15.23052958352972
90,20.244903188479555
92,24.112362156082746
96,25.386963947609768
97,19.03223851610582
100,14.25244232705898
101,28.92736949503053
102,35.26511761836905
103,19.82643830525802
106,29.32718533205623
107,35.18615565297317
108,26.34188163559683
112,28.273287097902614
113,27.743313410971496
114,20.267211599611976
116,32.69835535101952
120,19.09271284201429
122,29.26026561722053
124,37.088861014695894
126,14.47953234497023
132,23.387495807198967
133,35.70287741524254
134,30.627038893308697
135,33.90980169066782
136,24.989844935454485
137,32.072139542404386
138,22.97408654338036
140,21.11825372627669
141,34.96039743728329
142,27.598231610527993
144,17.968523770299484
145,35.09811272131346
146,30.472038668566032
150,24.824246895895154
153,14.68765164209291
154,16.438257180048083
155,29.541178542347325
156,19.475071630390136
158,23.844677205350813
159,18.11788074149175
162,23.38048498260163
164,19.15761192888075
167,13.632131536813326
168,26.54311615337248
170,26.90837525794471
171,22.31819088633481
173,35.97714194862867
175,24.037439104691835
176,13.598683956223654
179,30.838425793160933
181,19.627005218362576
186,17.753818877796913
190,32.74410651941207
191,28.861969706238522
194,31.86405771027664
196,15.258138755158502
198,14.344965634958754
199,27.772492163915956
200,35.89429357827466
206,37.199865744280615
210,13.08192709652817
212,19.127157452980008
214,18.270446116187713
215,23.45492026458841
216,19.934125017476198
218,13.698377911804382
219,30.344688937077247
220,18.86663663971453
221,14.23567285737922
223,19.647731882985195
224,34.166576989498914
225,19.857666503349094
229,18.740695166463265
230,12.878656231301294
231,15.390869629255695
232,12.51613275514555
233,30.683641696305333
235,16.86703167884436
236,23.241567364779595
238,23.362703599159378
241,25.052018701404254
245,19.221031083946784
246,12.636728052788929
250,12.63926282195857
253,15.309703986740155
254,17.009029273097497
259,20.95525652747469
260,16.096455000531623
261,31.526211781503672
263,13.781618900248569
269,17.37816383096493
271,37.22024464296251
274,28.646231366308395
280,28.02775635903503
281,17.481142117258273
282,35.188489796863465
284,13.462119827407065
286,28.023945381603145
287,28.155019441398263
289,13.502521704787455
293,18.019905755821412
294,25.169305326048683
295,29.354733262241535
296,15.745220193786206
298,31.690938753502873
299,21.141037669624748
302,15.861635350776192
303,13.974958660753023
304,12.628665588212176
308,27.074253884841795
309,28.612170521567126
310,25.72136936920828
312,20.024939996006868
317,26.04275724832822
319,29.503195791962465
320,22.444576493917314
322,33.56905376572709
324,22.453924167606434
326,16.135828707072335
327,36.39502975370065
328,29.51950574322202
330,34.373626368564445
331,32.77763377202013
332,15.88411029811067
334,34.8370456766656
341,12.901571377887315
342,36.341356008014195
346,16.166632837012266
347,13.784115476175812
348,36.341356008014195
350,33.33394614171115
352,27.799858374287194
356,16.877930553654096
357,23.294989370137376
358,19.612095292974654
361,28.429692416979318
362,19.36923191014471
363,30.786946465468013
365,12.76671056719946
369,30.96882182624009
371,19.14271146468887
372,17.506075476664325
374,20.394739817808627
376,18.68945763037594
378,27.83787248376771
379,14.578621377731253
386,17.84012477385132
388,21.664950681355393
389,13.463172867763419
390,28.986192673730603
391,16.329446558241465
392,12.89161512881386
393,14.578621377731253
394,22.351047527872524
397,30.712281642179956
